"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"KDELR3",505.865187183421,1.97431018396434,0.428737903693796,4.60493501263743,4.12594686980399e-06,4.82914497096644e-05
"POLR2F",2480.25314872255,-1.25734498117504,0.171820601567578,-7.31777778510753,2.52110880687629e-13,1.90307990705298e-11
"ANKRD54",2077.13127633183,-1.40030466505087,0.173706268264213,-8.06133641027255,7.54648343602175e-16,9.2568541884622e-14
"H1F0",502.438266637561,-1.16706247576812,0.470624819641209,-2.47981497588217,0.0131450573490352,0.0432791090010174
"TRIOBP",7112.95783727372,-1.47949472715848,0.335868181986178,-4.4049862610069,1.05790582538566e-05,0.000108198870621589
"LOC121108499",209.592361893058,-1.28633340361303,0.388958409775367,-3.3071232586433,0.000942594068685096,0.00490775381475387
"GGA1",3789.69189699175,-1.30147806520711,0.123529859137377,-10.5357366574809,5.91185814758034e-26,2.50514989003717e-23
"LGALS2",209.491997040288,-1.79194053889242,0.412742114391497,-4.34155002945185,1.41481053776693e-05,0.000139498373752853
"C1QTNF6",1078.51432478514,3.99022012529413,0.614098159012414,6.49769107224025,8.15620703663953e-11,3.50397419811392e-09
"IL2RB",292.064792580555,-1.05849523612733,0.393746060787837,-2.6882687639069,0.00718235616723829,0.0262891701037196
"TST",1093.48708613166,-1.10482738355557,0.190587633127448,-5.79695211817212,6.753096176795e-09,1.72245524235763e-07
"PVALB",12847.6867988226,8.91167574919025,1.00658957323972,8.85333604291959,8.49414270438339e-19,1.64972177836696e-16
"FOXRED2",386.539697835978,1.51642306709286,0.305723069459112,4.96011985544868,7.04496986681384e-07,1.0525117240925e-05
"LOC112533487",6.60740231133954,-4.00232638781614,1.26830342686088,-3.1556536890562,0.00160138873867844,0.0076307423832254
"HMOX1",1967.40238871025,1.54958245136787,0.55318872852586,2.80118225744983,0.00509157540616414,0.0198480251653512
"LOC107053589",664.126084710683,-1.22943065803109,0.460702622590535,-2.6685992172521,0.00761682782532831,0.0276402792532593
"TIMP3",32756.6170996651,1.26658431716556,0.343363576513808,3.68875560426436,0.000225353557445301,0.00146299341175754
"PRDM4",2271.33659162211,-1.4396148103252,0.38172209622525,-3.77136881663695,0.000162354502932217,0.00110437785741378
"MTERF2",185.909301436725,-1.0774627002338,0.367222357652434,-2.93408796545441,0.0033452938502645,0.013984031987119
"CKAP4",3319.47534006806,1.25654526569516,0.314832188413757,3.99115882027854,6.57512279644324e-05,0.000508052899045521
"APPL2",504.674984293238,1.10918907586441,0.257788292768482,4.30271314477637,1.6871923084393e-05,0.000161986099849901
"GLT8D2",249.60889733122,1.79005606687615,0.473590633719475,3.77975394660458,0.000156983413405497,0.00107450651356296
"C12orf73",991.916884409319,-1.08248971081121,0.203601620918083,-5.31670477833149,1.05663294732135e-07,2.00009353327986e-06
"LOC121109115",20.5667179662601,-4.28087508303189,1.44262345340622,-2.96742373966277,0.00300306768997227,0.012789446569103
"IGF1",38.0471078737898,3.528911849236,0.663721235396381,5.31685843549738,1.05574141211953e-07,2.00009353327986e-06
"MYBPC1",27735.2998572144,3.49195944994114,0.523081345528424,6.67574838940875,2.45973667887205e-11,1.20057042873218e-09
"SPIC",98.0399654500601,-2.63278140902646,0.80685228251897,-3.26302777604717,0.00110228715797981,0.00559394231369994
"DENND2A",1715.98553357623,1.01376378140006,0.196771076997302,5.15199589731352,2.57728675668826e-07,4.41262732584506e-06
"TMEM178B",27.9802150852257,1.37959076346423,0.481174712343897,2.86713064521609,0.00414211983700642,0.0167232053186026
"LOC121109483",23.8174239662989,1.3260309512081,0.507881706115717,2.61090512857726,0.00903029414061771,0.0318882261840563
"PTN",398.593175531061,3.49945920220201,0.623377791367407,5.61370528540291,1.98039401613281e-08,4.5139910062098e-07
"LOC121107282",18.2018881412011,6.93485542542526,2.50338788888736,2.77018813433162,0.00560239224174013,0.0214622156045294
"MTPN",6767.44080954883,1.28253618111329,0.281462462497624,4.55668642181413,5.19669171420629e-06,5.90446782519051e-05
"SLC13A4",8.98952768775959,2.94811235085628,0.865685672629483,3.40552286362961,0.000660374836196565,0.00364820409507703
"SYT10",220.602273814461,1.94770441840815,0.38524272096947,5.05578512556114,4.28623719153552e-07,6.83050362702392e-06
"IQSEC3",10.0553722480952,3.09930125977335,1.15014339765884,2.69470856076042,0.00704502214166546,0.0258571728014473
"WNK1",8222.21611335874,-1.40334454824024,0.268546552033009,-5.22570309548322,1.73494566045716e-07,3.10144408813267e-06
"RAD52",855.389730180439,-1.09013922039293,0.256804033487035,-4.24502374666932,2.1857027258701e-05,0.000200454635139439
"ADIPOR2",7134.45181850205,-1.26473429681477,0.121217624127446,-10.4335842738929,1.74190885733015e-25,7.06041100976536e-23
"LRTM2",21.5666484993966,5.01369277630437,0.900443912810147,5.56802339932246,2.57645232274617e-08,5.68496491805944e-07
"CECR1",224.633289071769,1.11899529610334,0.237364948989033,4.71423982719133,2.42614776949622e-06,3.06266250252248e-05
"LOC107053352",376.755530632728,-1.41402227171164,0.271827380335274,-5.20191258867145,1.97248000297851e-07,3.47607652698813e-06
"LOC425137",146.776006834166,1.26854189687808,0.357065134291139,3.55269046191376,0.000381312867094685,0.00229711741744116
"BPGM",29817.425445655,-3.07912908352282,0.298811109234479,-10.3046004260391,6.71702321227309e-25,2.50477795585663e-22
"LOC107053343",485.121593974104,-1.176376833691,0.181522533838252,-6.48061047197164,9.13522383455023e-11,3.83617676565741e-09
"CALD1",6741.82233545239,1.10860975021807,0.235247475447191,4.71252559931057,2.44665333354168e-06,3.08228725701923e-05
"AKR1B10",245.638504954074,2.5481872127783,0.341176500753643,7.46882392881534,8.09147192862035e-14,6.76526879413123e-12
"LOC121108242",3.54694639491076,5.14628599788212,1.96693672667529,2.61639631213806,0.00888633492629435,0.0314752497531835
"RERG",1044.34059340433,1.97202484952463,0.31367909425606,6.28675893814854,3.2416213089317e-10,1.20398464751059e-08
"PTPRO",17.7523620248945,3.86670639699885,0.855627966034145,4.5191444769169,6.20900154637526e-06,6.87859975235691e-05
"LOC101747754",20.7294186565273,3.18337221731231,0.760218439891695,4.18744409536532,2.82113479904904e-05,0.00024881768367204
"PDE3A",1529.35687310388,1.15418514800837,0.177719560271146,6.49441820724423,8.33549009053983e-11,3.54829252826747e-09
"ST8SIA1",251.751173114296,1.21027631377501,0.328637233135534,3.68271209633717,0.000230765730556339,0.00149396772438296
"LDHB",4848.36740619397,1.58884363338933,0.332504481696127,4.77841268570136,1.76684457375299e-06,2.32395887268606e-05
"LOC101750972",59.3547788479007,2.15659309222019,0.697513584604089,3.09182952106126,0.00198927057247931,0.00911524940375443
"SCUBE1",225.164627338351,2.54872383280483,0.500687902817867,5.0904442037857,3.57225678547019e-07,5.83739945355755e-06
"LOC121109071",19.692708700009,4.90112261540418,1.44684763957689,3.38744901767089,0.000705458270691272,0.00386066024568206
"PARVB",3536.97244464382,1.33052020250529,0.263757308521746,5.04448657730972,4.5474075258999e-07,7.2158649634386e-06
"UPK3A",16.9323621381348,2.91748498005434,1.16392300137294,2.50659620663303,0.0121899879247764,0.0407389003150127
"FBLN1",1002.1025996216,1.05811880141745,0.295881935905168,3.5761520830274,0.000348688847886664,0.0021329736118264
"LOC124417677",59.0332471464158,1.08530524272919,0.432727502027911,2.50805700502759,0.0121397080861565,0.0405781386278931
"CREBL2",1459.23240407436,-1.43019591689425,0.197197361524408,-7.25261182927758,4.08810457235019e-13,2.98912587260664e-11
